PID1,PID2,B1,B2,PB,D1,D2,PD,PRODUCT,AVERAGE,DUPLICATE,
MRDR-QZ1,MRHZ-JVG,missing,+1791,0.5,missing,+1871,0.5,0.25,0.5,N,
KZ9X-PCL,93T8-JBD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L769-LZ5,2W9Z-SX3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTT-J3C,LJTB-4N7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT4-L7P,K45J-5DG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWX-W8B,KZM2-462,missing,+1816,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWX-WXL,L73T-KR3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR89-LB1,L4JH-XG5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ71-XRG,KHZV-5ZG,missing,A+1768,0.5,missing,missing,0.5,0.25,0.5,N,
KZB4-HFD,MYS2-78G,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-RMT,LD9X-G2D,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
989C-L2X,L488-WYF,+1890-10-26,+1890-10-26,1.0,missing,missing,0.5,0.5,0.75,Y,
L769-LZ5,L7C2-H47,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F8-4Z7,92MQ-J2T,+1898,+1887-03-06,0.0,missing,+1922,0.5,0.0,0.25,N,
MJ6F-SRV,M6P2-W1P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLY-6RK,MXG3-N95,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZ9X-PCL,KHYZ-ZCP,missing,missing,0.5,missing,+1640-09-13,0.5,0.25,0.5,N,
MJL6-BHX,LHS6-WRL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-FP2,MD6X-4TJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-Z97,9JNR-H1N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLXH-RXB,LV9J-58D,+1686,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LD9V-Z8Y,LD9Z-MGB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9V-QN8,LD9Q-XNC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-61L,L8TW-V6B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNB-ZD2,9JJ9-PSP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR89-LB1,MR81-GCV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNK-RD1,9JNK-DDB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLN-NH4,M5HR-7JL,+1786,missing,0.5,+1859-03-30,missing,0.5,0.25,0.5,N,
MPW5-ZCM,MPW5-Z7C,missing,+1207,0.5,missing,missing,0.5,0.25,0.5,Y,
27J8-DSX,KDM9-7T1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDW-PDW,M3GC-ZCL,missing,+1749-11-19,0.5,missing,missing,0.5,0.25,0.5,N,
KZBW-DZ9,L7JR-F9M,+1834,+1835,0.6666666666666666,missing,missing,0.5,0.3333333333333333,0.5833333333333333,Y,
MRB3-R1J,MRB3-RBG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75S-5PG,LHPY-23J,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6F-SRV,MWTL-T6F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJL6-BHX,MQZN-P3N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
98GG-4NV,KC75-KVK,+1914,+1914,1.0,missing,missing,0.5,0.5,0.75,N,
L75Q-N11,L75Q-B7Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZ9X-PCL,KCQ7-TGB,missing,+1669-02-20,0.5,missing,missing,0.5,0.25,0.5,N,
KZBR-FP2,MD6L-22V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ72-44L,MD51-MXT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLY-6RK,MXG3-FY9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9V-Z8Y,LD9Z-LY7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9V-QN8,LD9L-5VJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX1-1NF,MPX1-1KP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L767-KYW,L76W-K3B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJKG-CT1,LW5Q-Z1D,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-Z97,9JNR-85V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT4-TB3,MPKD-VRF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTT-J3C,LJ8C-WPV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR8P-C78,KVY7-B4D,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLN-NH4,MGKJ-XM6,+1786,missing,0.5,+1859-03-30,missing,0.5,0.25,0.5,N,
MRDW-PDW,KZMJ-LH7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LD9X-ZWV,LD9L-73W,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWW-BNX,KLWR-R5K,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-FF1,L8T7-YFZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F9-JDJ,L8YX-4NR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JND-RXL,9JND-YMG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75S-5PG,L7Y6-MLC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GY-7KY,LW63-JRC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT4-TB3,M26G-R3C,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75Q-N11,L757-BDW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLXL-DCW,9QFJ-265,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9V-QN8,LD9C-QVG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNK-ZMR,9JNK-XKK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L767-KYW,L76W-K4D,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-FP2,MHKP-LJR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZ9X-PCL,M4KT-D42,missing,+1673-01-20,0.5,missing,+1673-02-11,0.5,0.25,0.5,N,
MR8G-283,MR8G-SB5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLY-6RK,KC8B-F52,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-ZWV,LD9W-DB9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8P-C78,9DGP-5B7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJL6-BHX,MJGG-KTH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
989W-4GQ,LQYC-FTB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLN-NH4,MGK2-5ZQ,+1786,missing,0.5,+1859-03-30,missing,0.5,0.25,0.5,N,
KZBX-11B,94G7-W2M,A+1863,A+1863,1.0,missing,missing,0.5,0.5,0.75,Y,
KZBB-WP1,MQ39-VKL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987H-PYT,987C-2BJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F9-JDJ,L8Y2-BNR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75S-5PG,LZSP-CXQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6F-SS7,MJ6F-SMW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLXL-DCW,MY1F-19C,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75Q-N11,L7R1-K9N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWW-BNX,M7TS-H4R,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75L-6FC,L75P-4B1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ76-64F,KZ9T-NM6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-FF1,L8T8-YGZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDY-HZ3,MS14-H1T,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-FP2,MDXZ-215,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9V-QN8,LD96-3R2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR8G-283,MR8L-5TX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNS-MXB,9JNS-461,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNK-ZMR,KCKK-KHS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GH-J9J,9JG2-JXR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX4-H97,MPXW-VPJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-ZWV,LD9X-CBV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8P-C78,KKS8-V5X,missing,+1850-03-14,0.5,missing,+1910-03-04,0.5,0.25,0.5,Y,
27J8-DSX,KV55-M72,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
989W-4GQ,L1TY-DK6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJKG-D4P,K6MT-451,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987H-PYT,987H-1F8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBB-WP1,MQSH-DK6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLN-NH4,L4T1-8SD,+1786,A+1791,0.0,+1859-03-30,missing,0.5,0.0,0.25,N,
LJTV-23Y,9HMY-BLW,+1870,missing,0.5,+1940-10-16,missing,0.5,0.25,0.5,Y,
L6F9-JDJ,L6FS-91W,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75S-5PG,LWFB-1MC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ6F-SS7,MJ6F-WZ1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDG-PP3,K8YN-W4V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWW-BNX,KL7G-77V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DV-FF1,L8TJ-BCS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8G-283,L5DY-KVP,missing,+1808-05-18,0.5,missing,+1896-04-02,0.5,0.25,0.5,N,
MRDY-HZ3,MRDY-4RM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L767-KZ8,MH84-XRP,missing,+1874,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNS-MXB,9KHJ-316,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJM1-6HJ,M5LW-MQH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GH-J9J,98GH-695,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9V-QN8,LD96-Q2X,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ76-64F,KC61-RGR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZ9Y-DD8,GMFH-474,+1765-01-20,A+1765,1.0,missing,missing,0.5,0.5,0.75,Y,
27GZ-3VG,MHDV-BGC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX4-H97,KCWC-Z46,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-ZWV,LD9V-TGP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-JNF,MPWK-LHN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLN-NH4,MGN5-MHD,+1786,missing,0.5,+1859-03-30,missing,0.5,0.25,0.5,N,
MR8P-C78,9JH2-X8F,missing,+1850-03-14,0.5,missing,+1910-03-04,0.5,0.25,0.5,N,
KZBX-QYJ,MC4S-J2K,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F9-JDJ,L8YR-P6C,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KLXP-NN4,96YH-KQY,A+1830,A+1830,1.0,missing,missing,0.5,0.5,0.75,N,
MRDG-PP3,MBPL-Q8T,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987H-PYT,987C-3ZC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWW-BNX,KL71-PVW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNK-ZMR,9JNK-4NN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-FF1,L6DX-P76,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-NYS,MR8J-8Q2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GH-J9J,9J9X-YZT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNS-MXB,9JN9-K7Z,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX4-H97,MMXB-THV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GZ-3VG,27GH-XNJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX1-SXX,LRXQ-B2V,+1892-04-24,+1892-04-24,1.0,+1980-01,+1980-01-19,1.0,1.0,1.0,Y,
MPW7-JNF,MPWK-S45,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J8-DT9,27JH-MG9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,M9H5-KHL,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987H-PYT,987H-Z6Y,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDY-HZ3,MRDY-H8P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-ZWV,LD9F-KTJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F9-JDJ,L8YR-24X,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJL6-JRZ,MJGC-7H3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWW-BNX,MLMQ-TQC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75T-BP9,L755-XNM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDG-PP3,97NS-YJ6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-FF1,L8TJ-2C7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNK-ZMR,9JNK-DLK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-NYS,M5ZV-MFR,missing,A+1760,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB4-22F,LW9B-34X,+1844-05-06,missing,0.5,+1929-10-19,missing,0.5,0.25,0.5,N,
MJM1-WR3,KZ8V-DSD,missing,+1820-09-25,0.5,missing,+1880-11-29,0.5,0.25,0.5,Y,
9JNK-ZMR,MR5P-856,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNS-MXB,9KHJ-4MJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9W-QCP,K8B2-NG6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDN-6ZP,MRDN-6CR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GZ-3VG,MHDX-TW5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX4-H97,MJVK-7X8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDG-PP3,MCT4-3T1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75T-BP9,L75P-85X,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,9763-RYT,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-JNF,MPWS-FRC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8Q-GKG,MR8Q-G25,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJL6-JRZ,MVLJ-HCL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLXR-X93,9HHW-YH9,+1870,A+1870,1.0,+1941-04-08,missing,0.5,0.5,0.75,Y,
MRDY-HZ3,MRDY-HD2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJM1-WR3,MJM1-WPH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9W-QCP,KHHR-26D,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDN-6ZP,MRHM-DMT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNS-MXB,9KHJ-QKZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX1-SY9,9V41-YJJ,+1772-12-11,+1772-12-11,1.0,+1782-05-27,+1782-05-27,1.0,1.0,1.0,Y,
27GZ-3VG,KGKY-S4J,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WYQ,L6DD-1SS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-JNF,MPWC-J6N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6FB-S9M,L6NS-ZV7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLXR-X93,LKD9-S7F,+1870,missing,0.5,+1941-04-08,missing,0.5,0.25,0.5,N,
LJT7-GSC,LJTH-7KY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-ZX7,LD93-D14,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJM1-WR3,MJM1-WJ5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,MV1Z-6FB,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987W-6SY,9874-8RM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNN-GCX,M9QR-CMH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WYQ,L8TM-JYX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDN-6ZP,MRC6-M4K,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8S-HKD,M8CZ-6XZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX1-SY9,97K4-6MR,+1772-12-11,+1772-12-11,1.0,+1782-05-27,+1782-05-27,1.0,1.0,1.0,Y,
MR9W-QCP,MR98-VW4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6FR-JCP,L6FT-GMH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LDB4-RZN,LD2Z-1FX,/+1826-01-02,+1826-01-02,1.0,missing,missing,0.5,0.5,0.75,Y,
MRDG-PP3,LVPG-SVW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9C-CJY,MR9C-CK6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
M9QG-5HQ,M9QT-25M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-JNF,MPWV-1LQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX5-TWH,9DF2-G9Y,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJM1-WR3,MJM1-WFP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9W-QCP,MR9Z-KBX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LD9Z-C9M,LD9H-54T,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WYQ,L6D4-93Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJT7-H4C,LJTQ-QDS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVW-FY4,MPVB-6S8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987W-6SY,987H-Q6F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
M9QG-5HQ,M9QG-MKG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNN-GCX,M97Q-ZN1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDN-6ZP,MRHB-ZG8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GZ-DKK,KK39-XNF,+1884-10-29,+1884-10-29,1.0,missing,missing,0.5,0.5,0.75,Y,
MJM1-WR3,MJM1-WK5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB5-LZS,L7TP-7NZ,+1883-02-25,+1883-02-25,1.0,missing,+1959-04-09,0.5,0.5,0.75,Y,
MR9W-QCP,94NH-7Z4,missing,A+1846,0.5,missing,missing,0.5,0.25,0.5,N,
LJT7-H4C,LJTR-KPJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDN-6ZP,MR8G-TKN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVW-FY4,MPKF-YH1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8V-F6N,96WN-QSL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCSZ-C83,97WG-TGM,A+1751,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WYQ,L8TS-ZS7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPW7-RXH,275M-MNW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
M9QG-5HQ,M9QV-W5F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNN-GCX,M976-KRJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9Z-C9M,LD9V-V5V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRF3-TXM,M5TN-N3V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB6-32C,L84L-X7P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987W-6SY,987W-FPV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBM-7PF,MW5L-KBY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJL8-352,MJL8-LFW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,MK2D-3LB,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJT7-H4C,LJTY-Q8M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR8V-F6N,99JX-GB9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
M9QG-5HQ,M9QL-M6H,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNN-GCX,M9QG-H29,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCSZ-C83,LVP9-KRY,A+1751,A+1762,0.0,missing,missing,0.5,0.0,0.25,Y,
L6DX-WYQ,LDGN-PBZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRF3-TXM,M569-KPY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB6-32C,L84L-5TD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJL8-352,MJL7-NH7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBM-7PF,MH9W-78K,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ5T-WSD,K86Z-L1M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPVW-FY4,MP25-B5H,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9Z-C9M,LD9X-DZF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6FH-V9D,L2DX-45K,+1825,A+1825,1.0,missing,missing,0.5,0.5,0.75,Y,
M9QG-5HQ,M9QJ-KYC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR8G-K6X,KC2Q-W73,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRF3-TXM,MP63-3TV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8V-F6N,MTSJ-8H4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB6-QPC,M2J4-BML,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9Z-C9M,LD9N-KG2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ5T-WSD,KKSW-SX4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBM-7PF,KHWX-D7H,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRF3-TXM,M564-VZZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJT8-LHR,LJTC-XCM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8G-K6X,MR8L-3J5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZB6-QPC,M2JH-M68,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9Z-C9M,LD9D-B43,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LDB6-CFG,LDBD-K16,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ5T-WSD,MTJ4-QC5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR8V-F6N,9H3P-V1B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-HD6,K4V7-53M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBM-7PF,M4K3-RT1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WZ2,L6DN-5XL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVW-WMW,94PW-JTP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRF3-TXM,KCD3-C38,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75T-C19,L7VJ-D9F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB6-QPC,M2V8-TWT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-HD6,9JNP-ZCC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJT8-LHR,LJTC-FJC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPVW-WMW,97WQ-PQM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DX-WZ2,L6DF-9JK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75T-C19,L7KB-SQT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8G-K6X,KG3H-DYQ,missing,A+1710,0.5,missing,missing,0.5,0.25,0.5,N,
MJ5Y-55C,MJ5Y-6D8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR8Y-KJZ,MR8Y-KFR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-HD6,9KC7-JKH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJT8-LHR,LJT4-NZ9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPVW-WMW,MQ6S-SDB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
